Genotype	survey_date	size	sizeNext	survival	population
WL1_7_2	2023-08-02	3.5	5.3	1	WL1
WL1_7_2	2023-08-16	5.3	3.8	1	WL1
WL1_7_2	2023-08-23	3.8	4.3	1	WL1
WL1_7_2	2023-08-30	4.3	3.2	1	WL1
WL1_7_2	2023-09-06	3.2	3.5	1	WL1
WL1_7_2	2023-09-13	3.5	3.4	1	WL1
WL1_7_2	2023-09-20	3.4	3.6	1	WL1
WL1_7_2	2023-10-13	3.6	3	1	WL1
WL1_7_2	2023-10-20	3	NA	1	WL1
WL1_7_20	2023-07-06	1.1	1.7	1	WL1
WL1_7_20	2023-07-26	1.7	1.6	1	WL1
WL1_7_20	2023-08-02	1.6	1.6	1	WL1
WL1_7_20	2023-08-16	1.6	2.2	1	WL1
WL1_7_20	2023-08-23	2.2	2	1	WL1
WL1_7_20	2023-08-30	2	2.2	1	WL1
WL1_7_20	2023-09-06	2.2	2.1	1	WL1
WL1_7_20	2023-09-13	2.1	2.2	1	WL1
WL1_7_20	2023-09-20	2.2	1.2	1	WL1
WL1_7_20	2023-09-27	1.2	1	1	WL1
WL1_7_20	2023-10-20	1	NA	1	WL1
WL1_7_21	2023-07-06	1	2.5	1	WL1
WL1_7_21	2023-07-26	2.5	3.3	1	WL1
WL1_7_21	2023-08-02	3.3	3.6	1	WL1
WL1_7_21	2023-08-16	3.6	3.3	1	WL1
WL1_7_21	2023-08-23	3.3	3.2	1	WL1
WL1_7_21	2023-08-30	3.2	3	1	WL1
WL1_7_21	2023-09-06	3	2.9	1	WL1
WL1_7_21	2023-09-13	2.9	NA	0	WL1
WL1_7_3	2023-07-03	1.8	2.5	1	WL1
WL1_7_3	2023-07-26	2.5	3.8	1	WL1
WL1_7_3	2023-08-02	3.8	2.8	1	WL1
WL1_7_3	2023-08-16	2.8	2.2	1	WL1
WL1_7_3	2023-08-23	2.2	2.4	1	WL1
WL1_7_3	2023-08-30	2.4	1.4	1	WL1
WL1_7_3	2023-09-06	1.4	3.2	1	WL1
WL1_7_3	2023-09-13	3.2	2.9	1	WL1
WL1_7_3	2023-09-20	2.9	1.3	1	WL1
WL1_7_3	2023-10-13	1.3	0.6	1	WL1
WL1_7_3	2023-10-20	0.6	NA	1	WL1
WL1_7_4	2023-07-03	1.2	3.9	1	WL1
WL1_7_4	2023-07-26	3.9	4.5	1	WL1
WL1_7_4	2023-08-02	4.5	4.8	1	WL1
WL1_7_4	2023-08-16	4.8	5.6	1	WL1
WL1_7_4	2023-08-23	5.6	5	1	WL1
WL1_7_4	2023-08-30	5	4.6	1	WL1
WL1_7_4	2023-09-06	4.6	5.4	1	WL1
WL1_7_4	2023-09-13	5.4	4.6	1	WL1
WL1_7_4	2023-09-20	4.6	4.2	1	WL1
WL1_7_4	2023-10-13	4.2	4.4	1	WL1
WL1_7_4	2023-10-20	4.4	NA	1	WL1
WL1_7_5	2023-07-03	0.9	2.2	1	WL1
WL1_7_5	2023-07-26	2.2	1.7	1	WL1
WL1_7_5	2023-08-02	1.7	NA	0	WL1
WL1_7_6	2023-07-03	1.3	1.6	1	WL1
WL1_7_6	2023-07-26	1.6	2.8	1	WL1
WL1_7_6	2023-08-02	2.8	1.8	1	WL1
WL1_7_6	2023-08-16	1.8	1.7	1	WL1
WL1_7_6	2023-08-23	1.7	2.4	1	WL1
WL1_7_6	2023-08-30	2.4	1.2	1	WL1
WL1_7_6	2023-09-06	1.2	0.6	1	WL1
WL1_7_6	2023-09-13	0.6	1.8	1	WL1
WL1_7_6	2023-09-20	1.8	1.6	1	WL1
WL1_7_6	2023-09-27	1.6	1.2	1	WL1
WL1_7_6	2023-10-20	1.2	NA	1	WL1
WL1_7_7	2023-07-03	1.2	2	1	WL1
WL1_7_7	2023-07-26	2	2.4	1	WL1
WL1_7_7	2023-08-02	2.4	1.3	1	WL1
WL1_7_7	2023-08-16	1.3	0.9	1	WL1
WL1_7_7	2023-08-23	0.9	0.9	1	WL1
WL1_7_7	2023-08-30	0.9	1	1	WL1
WL1_7_7	2023-09-06	1	1.2	1	WL1
WL1_7_7	2023-09-13	1.2	1.4	1	WL1
WL1_7_7	2023-09-20	1.4	1.8	1	WL1
WL1_7_7	2023-09-27	1.8	1.5	1	WL1
WL1_7_7	2023-10-20	1.5	NA	1	WL1
WL1_7_8	2023-07-03	1.1	2.3	1	WL1
WL1_7_8	2023-07-26	2.3	2.7	1	WL1
WL1_7_8	2023-08-02	2.7	1.9	1	WL1
WL1_7_8	2023-08-16	1.9	1.6	1	WL1
WL1_7_8	2023-08-23	1.6	1.9	1	WL1
WL1_7_8	2023-08-30	1.9	1.8	1	WL1
WL1_7_8	2023-09-06	1.8	1.9	1	WL1
WL1_7_8	2023-09-13	1.9	1.7	1	WL1
WL1_7_8	2023-09-20	1.7	1.5	1	WL1
WL1_7_8	2023-09-27	1.5	1.7	1	WL1
WL1_7_8	2023-10-20	1.7	NA	1	WL1
WL1_7_9	2023-07-03	1.5	3.2	1	WL1
WL1_7_9	2023-07-26	3.2	2.8	1	WL1
WL1_7_9	2023-08-02	2.8	3	1	WL1
WL1_7_9	2023-08-16	3	2.1	1	WL1
WL1_7_9	2023-08-23	2.1	2	1	WL1
WL1_7_9	2023-08-30	2	2.1	1	WL1
WL1_7_9	2023-09-06	2.1	NA	0	WL1
WL1_9_1	2023-07-03	1.9	3.7	1	WL1
WL1_9_1	2023-07-26	3.7	2.4	1	WL1
WL1_9_1	2023-08-02	2.4	4.9	1	WL1
WL1_9_1	2023-08-16	4.9	4.3	1	WL1
WL1_9_1	2023-08-23	4.3	4.3	1	WL1
WL1_9_1	2023-08-30	4.3	3.6	1	WL1
WL1_9_1	2023-09-06	3.6	4.2	1	WL1
WL1_9_1	2023-09-13	4.2	3.4	1	WL1
WL1_9_1	2023-09-20	3.4	2.2	1	WL1
WL1_9_1	2023-10-13	2.2	1.6	1	WL1
WL1_9_1	2023-10-20	1.6	NA	1	WL1
WL1_9_10	2023-07-03	2.7	2.9	1	WL1
WL1_9_10	2023-07-26	2.9	4.7	1	WL1
WL1_9_10	2023-08-02	4.7	3.9	1	WL1
WL1_9_10	2023-08-16	3.9	2.8	1	WL1
WL1_9_10	2023-08-23	2.8	4.2	1	WL1
WL1_9_10	2023-08-30	4.2	2.4	0	WL1
WL1_9_10	2023-09-06	2.4	NA	0	WL1
WL1_9_2	2023-07-03	1.7	2.7	1	WL1
WL1_9_2	2023-07-26	2.7	5	1	WL1
WL1_9_2	2023-08-02	5	3.4	1	WL1
WL1_9_2	2023-08-16	3.4	3.1	1	WL1
WL1_9_2	2023-08-23	3.1	3.6	1	WL1
WL1_9_2	2023-08-30	3.6	4.1	1	WL1
WL1_9_2	2023-09-06	4.1	4.2	1	WL1
WL1_9_2	2023-09-13	4.2	3.6	1	WL1
WL1_9_2	2023-09-20	3.6	2.7	1	WL1
WL1_9_2	2023-10-13	2.7	2.7	1	WL1
WL1_9_2	2023-10-20	2.7	NA	1	WL1
WL1_9_3	2023-07-03	1.5	3	1	WL1
WL1_9_3	2023-07-26	3	NA	0	WL1
WL1_9_4	2023-07-03	2	2	1	WL1
WL1_9_4	2023-07-26	2	2.5	1	WL1
WL1_9_4	2023-08-02	2.5	2.8	1	WL1
WL1_9_4	2023-08-16	2.8	2.2	1	WL1
WL1_9_4	2023-08-23	2.2	2.4	1	WL1
WL1_9_4	2023-08-30	2.4	2.2	1	WL1
WL1_9_4	2023-09-06	2.2	3	1	WL1
WL1_9_4	2023-09-13	3	2	1	WL1
WL1_9_4	2023-09-20	2	1.4	1	WL1
WL1_9_4	2023-10-13	1.4	1.5	1	WL1
WL1_9_4	2023-10-20	1.5	NA	1	WL1
WL1_9_9	2023-07-03	0.7	2.2	1	WL1
WL1_9_9	2023-07-26	2.2	2.1	1	WL1
WL1_9_9	2023-08-02	2.1	2.7	1	WL1
WL1_9_9	2023-08-16	2.7	4	1	WL1
WL1_9_9	2023-08-23	4	2.7	1	WL1
WL1_9_9	2023-08-30	2.7	3.3	1	WL1
WL1_9_9	2023-09-06	3.3	3.5	1	WL1
WL1_9_9	2023-09-13	3.5	2.9	1	WL1
WL1_9_9	2023-09-20	2.9	3.6	1	WL1
WL1_9_9	2023-10-13	3.6	3.3	1	WL1
WL1_9_9	2023-10-20	3.3	NA	1	WL1
WL2_1_1	2023-07-03	1.2	NA	0	WL2
WL2_1_10	2023-07-03	0.9	3.3	1	WL2
WL2_1_10	2023-07-26	3.3	NA	0	WL2
WL2_1_11	2023-07-03	1	3	1	WL2
WL2_1_11	2023-07-26	3	3.1	1	WL2
WL2_1_11	2023-08-02	3.1	3.9	1	WL2
WL2_1_11	2023-08-16	3.9	4.6	1	WL2
WL2_1_11	2023-08-23	4.6	5.1	1	WL2
WL2_1_11	2023-08-30	5.1	5.3	1	WL2
WL2_1_11	2023-09-06	5.3	5.6	1	WL2
WL2_1_11	2023-09-13	5.6	5.7	1	WL2
WL2_1_11	2023-09-20	5.7	5.8	1	WL2
WL2_1_11	2023-09-27	5.8	6.1	1	WL2
WL2_1_11	2023-10-20	6.1	NA	1	WL2
WL2_1_12	2023-07-03	0.5	NA	0	WL2
WL2_1_13	2023-07-03	0.8	1.8	1	WL2
WL2_1_13	2023-07-26	1.8	2.7	1	WL2
WL2_1_13	2023-08-02	2.7	3	1	WL2
WL2_1_13	2023-08-16	3	2.2	1	WL2
WL2_1_13	2023-08-23	2.2	3.5	1	WL2
WL2_1_13	2023-08-30	3.5	3.1	1	WL2
WL2_1_13	2023-09-06	3.1	2.1	1	WL2
WL2_1_13	2023-09-13	2.1	2.2	1	WL2
WL2_1_13	2023-09-20	2.2	3.4	1	WL2
WL2_1_13	2023-09-27	3.4	0.8	1	WL2
WL2_1_13	2023-10-20	0.8	NA	1	WL2
WL2_1_2	2023-07-03	1	3.4	1	WL2
WL2_1_2	2023-07-26	3.4	3.3	1	WL2
WL2_1_2	2023-08-02	3.3	3.5	1	WL2
WL2_1_2	2023-08-16	3.5	4.1	1	WL2
WL2_1_2	2023-08-23	4.1	3.7	1	WL2
WL2_1_2	2023-08-30	3.7	3.1	1	WL2
WL2_1_2	2023-09-06	3.1	3.3	1	WL2
WL2_1_2	2023-09-13	3.3	3.5	1	WL2
WL2_1_2	2023-09-20	3.5	0.9	1	WL2
WL2_1_2	2023-10-13	0.9	1.9	1	WL2
WL2_1_2	2023-10-20	1.9	NA	1	WL2
WL2_1_3	2023-07-03	1.6	4.1	1	WL2
WL2_1_3	2023-07-26	4.1	6.5	1	WL2
WL2_1_3	2023-08-02	6.5	6.9	1	WL2
WL2_1_3	2023-08-16	6.9	7.2	1	WL2
WL2_1_3	2023-08-23	7.2	6.5	1	WL2
WL2_1_3	2023-08-30	6.5	6.7	1	WL2
WL2_1_3	2023-09-06	6.7	6.2	1	WL2
WL2_1_3	2023-09-13	6.2	4.6	1	WL2
WL2_1_3	2023-09-20	4.6	NA	1	WL2
WL2_1_4	2023-07-03	0.9	1.4	1	WL2
WL2_1_4	2023-07-26	1.4	2.1	1	WL2
WL2_1_4	2023-08-02	2.1	1.6	1	WL2
WL2_1_4	2023-08-16	1.6	2.5	1	WL2
WL2_1_4	2023-08-23	2.5	2.2	1	WL2
WL2_1_4	2023-08-30	2.2	2.8	1	WL2
WL2_1_4	2023-09-06	2.8	2.1	1	WL2
WL2_1_4	2023-09-13	2.1	1.9	1	WL2
WL2_1_4	2023-09-20	1.9	1.3	1	WL2
WL2_1_4	2023-10-13	1.3	1.5	1	WL2
WL2_1_4	2023-10-20	1.5	NA	1	WL2
WL2_1_5	2023-07-03	1	4.8	1	WL2
WL2_1_5	2023-07-26	4.8	6.5	1	WL2
WL2_1_5	2023-08-02	6.5	5.6	1	WL2
WL2_1_5	2023-08-16	5.6	5	1	WL2
WL2_1_5	2023-08-23	5	5.3	1	WL2
WL2_1_5	2023-08-30	5.3	4.1	1	WL2
WL2_1_5	2023-09-06	4.1	NA	0	WL2
WL2_1_6	2023-07-03	0.8	3	1	WL2
WL2_1_6	2023-07-26	3	2.9	0	WL2
WL2_1_6	2023-08-02	2.9	NA	0	WL2
WL2_1_7	2023-07-03	1.3	NA	0	WL2
WL2_1_8	2023-07-03	1	3.2	1	WL2
WL2_1_8	2023-07-26	3.2	NA	0	WL2
WL2_1_9	2023-07-03	0.5	NA	0	WL2
WL2_2_1	2023-07-03	1.6	NA	0	WL2
WL2_2_10	2023-07-03	0.8	2.7	1	WL2
WL2_2_10	2023-07-26	2.7	2.8	1	WL2
WL2_2_10	2023-08-02	2.8	3.1	1	WL2
WL2_2_10	2023-08-16	3.1	2.2	1	WL2
WL2_2_10	2023-08-23	2.2	3.4	1	WL2
WL2_2_10	2023-08-30	3.4	3.1	1	WL2
WL2_2_10	2023-09-06	3.1	3.7	1	WL2
WL2_2_10	2023-09-13	3.7	4.8	1	WL2
WL2_2_10	2023-09-20	4.8	4.9	1	WL2
WL2_2_10	2023-09-27	4.9	4	1	WL2
WL2_2_10	2023-10-20	4	NA	1	WL2
WL2_2_11	2023-07-03	1.2	1.3	1	WL2
WL2_2_11	2023-07-26	1.3	1.7	1	WL2
WL2_2_11	2023-08-02	1.7	4.5	1	WL2
WL2_2_11	2023-08-16	4.5	3.4	1	WL2
WL2_2_11	2023-08-23	3.4	4.1	1	WL2
WL2_2_11	2023-08-30	4.1	5.8	1	WL2
WL2_2_11	2023-09-06	5.8	5.4	1	WL2
WL2_2_11	2023-09-13	5.4	5.1	1	WL2
WL2_2_11	2023-09-20	5.1	3.6	1	WL2
WL2_2_11	2023-09-27	3.6	3.8	1	WL2
WL2_2_11	2023-10-20	3.8	NA	1	WL2
WL2_2_12	2023-07-03	1	NA	0	WL2
WL2_2_13	2023-07-03	0.7	2.7	1	WL2
WL2_2_13	2023-07-26	2.7	2.7	1	WL2
WL2_2_13	2023-08-02	2.7	1.9	1	WL2
WL2_2_13	2023-08-16	1.9	1.6	1	WL2
WL2_2_13	2023-08-23	1.6	3	1	WL2
WL2_2_13	2023-08-30	3	1.7	1	WL2
WL2_2_13	2023-09-06	1.7	1.6	1	WL2
WL2_2_13	2023-09-13	1.6	0.9	1	WL2
WL2_2_13	2023-09-20	0.9	0.8	1	WL2
WL2_2_13	2023-09-27	0.8	NA	0	WL2
WL2_2_2	2023-07-03	1.3	2.4	1	WL2
WL2_2_2	2023-07-26	2.4	2.8	1	WL2
WL2_2_2	2023-08-02	2.8	1.3	1	WL2
WL2_2_2	2023-08-16	1.3	1.9	1	WL2
WL2_2_2	2023-08-23	1.9	0.9	1	WL2
WL2_2_2	2023-08-30	0.9	1.3	1	WL2
WL2_2_2	2023-09-06	1.3	1.3	1	WL2
WL2_2_2	2023-09-13	1.3	1.8	1	WL2
WL2_2_2	2023-09-20	1.8	1.5	1	WL2
WL2_2_2	2023-10-13	1.5	1.9	1	WL2
WL2_2_2	2023-10-20	1.9	NA	1	WL2
WL2_2_3	2023-07-03	1.7	1.1	1	WL2
WL2_2_3	2023-07-26	1.1	4.6	1	WL2
WL2_2_3	2023-08-02	4.6	3.9	1	WL2
WL2_2_3	2023-08-16	3.9	4	1	WL2
WL2_2_3	2023-08-23	4	3.8	1	WL2
WL2_2_3	2023-08-30	3.8	4.2	1	WL2
WL2_2_3	2023-09-06	4.2	4.2	1	WL2
WL2_2_3	2023-09-13	4.2	4.2	1	WL2
WL2_2_3	2023-09-20	4.2	4.1	1	WL2
WL2_2_3	2023-10-13	4.1	4.2	1	WL2
WL2_2_3	2023-10-20	4.2	NA	1	WL2
WL2_2_4	2023-07-03	0.7	2.4	1	WL2
WL2_2_4	2023-07-26	2.4	3	1	WL2
WL2_2_4	2023-08-02	3	1.7	1	WL2
WL2_2_4	2023-08-16	1.7	1.3	1	WL2
WL2_2_4	2023-08-23	1.3	4.2	1	WL2
WL2_2_4	2023-08-30	4.2	2.5	1	WL2
WL2_2_4	2023-09-06	2.5	4.3	1	WL2
WL2_2_4	2023-09-13	4.3	0.9	1	WL2
WL2_2_4	2023-09-20	0.9	1.5	1	WL2
WL2_2_4	2023-10-13	1.5	0.8	1	WL2
WL2_2_4	2023-10-20	0.8	NA	1	WL2
WL2_2_5	2023-07-03	0.9	5	1	WL2
WL2_2_5	2023-07-26	5	6	1	WL2
WL2_2_5	2023-08-02	6	4.7	1	WL2
WL2_2_5	2023-08-16	4.7	5.2	1	WL2
WL2_2_5	2023-08-23	5.2	5.6	1	WL2
WL2_2_5	2023-08-30	5.6	5.8	1	WL2
WL2_2_5	2023-09-06	5.8	4.7	1	WL2
WL2_2_5	2023-09-13	4.7	5.8	1	WL2
WL2_2_5	2023-09-20	5.8	5.5	1	WL2
WL2_2_5	2023-10-13	5.5	5.4	1	WL2
WL2_2_5	2023-10-20	5.4	NA	1	WL2
WL2_2_6	2023-07-03	0.8	3.1	1	WL2
WL2_2_6	2023-07-26	3.1	3.8	1	WL2
WL2_2_6	2023-08-02	3.8	NA	0	WL2
WL2_2_7	2023-07-03	1.1	2.4	1	WL2
WL2_2_7	2023-07-26	2.4	4.8	1	WL2
WL2_2_7	2023-08-02	4.8	3.3	1	WL2
WL2_2_7	2023-08-16	3.3	1.9	1	WL2
WL2_2_7	2023-08-23	1.9	2.8	1	WL2
WL2_2_7	2023-08-30	2.8	2.5	1	WL2
WL2_2_7	2023-09-06	2.5	2.5	1	WL2
WL2_2_7	2023-09-13	2.5	2.8	1	WL2
WL2_2_7	2023-09-20	2.8	1.9	1	WL2
WL2_2_7	2023-10-13	1.9	2.4	1	WL2
WL2_2_7	2023-10-20	2.4	NA	1	WL2
WL2_2_8	2023-07-03	1.1	2.3	1	WL2
WL2_2_8	2023-07-26	2.3	2.7	1	WL2
WL2_2_8	2023-08-02	2.7	2.6	1	WL2
WL2_2_8	2023-08-16	2.6	4.2	1	WL2
WL2_2_8	2023-08-23	4.2	3.4	1	WL2
WL2_2_8	2023-08-30	3.4	3.2	1	WL2
WL2_2_8	2023-09-06	3.2	3.8	1	WL2
WL2_2_8	2023-09-13	3.8	3.4	1	WL2
WL2_2_8	2023-09-20	3.4	4.1	1	WL2
WL2_2_8	2023-10-13	4.1	3.8	1	WL2
WL2_2_8	2023-10-20	3.8	NA	1	WL2
WL2_2_9	2023-07-03	1	NA	0	WL2
WL2_3_1	2023-07-03	0.8	1.9	1	WL2
WL2_3_1	2023-07-26	1.9	1.3	1	WL2
WL2_3_1	2023-08-02	1.3	3.8	1	WL2
WL2_3_1	2023-08-16	3.8	1.9	1	WL2
WL2_3_1	2023-08-23	1.9	2.2	1	WL2
WL2_3_1	2023-08-30	2.2	3.3	1	WL2
WL2_3_1	2023-09-06	3.3	2	1	WL2
WL2_3_1	2023-09-13	2	1.5	1	WL2
WL2_3_1	2023-09-20	1.5	1.7	1	WL2
WL2_3_1	2023-09-27	1.7	2.3	1	WL2
WL2_3_1	2023-10-20	2.3	NA	1	WL2
WL2_3_10	2023-07-03	1	1.6	1	WL2
WL2_3_10	2023-07-26	1.6	2.1	1	WL2
WL2_3_10	2023-08-02	2.1	1.4	1	WL2
WL2_3_10	2023-08-16	1.4	1.1	1	WL2
WL2_3_10	2023-08-23	1.1	1.8	1	WL2
WL2_3_10	2023-08-30	1.8	4.1	1	WL2
WL2_3_10	2023-09-06	4.1	2.1	1	WL2
WL2_3_10	2023-09-13	2.1	2.6	1	WL2
WL2_3_10	2023-09-20	2.6	3.7	1	WL2
WL2_3_10	2023-09-27	3.7	3.1	1	WL2
WL2_3_10	2023-10-20	3.1	NA	1	WL2
WL2_3_11	2023-07-03	0.8	2.3	1	WL2
WL2_3_11	2023-07-26	2.3	NA	0	WL2
WL2_3_12	2023-07-03	0.8	NA	1	WL2
WL2_3_12	2023-08-23	1.2	2.3	1	WL2
WL2_3_12	2023-08-30	2.3	2.4	1	WL2
WL2_3_12	2023-09-06	2.4	2.4	1	WL2
WL2_3_12	2023-09-13	2.4	2	1	WL2
WL2_3_12	2023-09-20	2	NA	1	WL2
WL2_3_12	2023-10-20	1.6	NA	1	WL2
WL2_3_13	2023-07-03	0.5	2.8	1	WL2
WL2_3_13	2023-07-26	2.8	2.7	1	WL2
WL2_3_13	2023-08-02	2.7	3	1	WL2
WL2_3_13	2023-08-16	3	2.6	1	WL2
WL2_3_13	2023-08-23	2.6	2.5	1	WL2
WL2_3_13	2023-08-30	2.5	3.1	1	WL2
WL2_3_13	2023-09-06	3.1	3.2	1	WL2
WL2_3_13	2023-09-13	3.2	2.8	1	WL2
WL2_3_13	2023-09-20	2.8	3.1	1	WL2
WL2_3_13	2023-09-27	3.1	1.6	1	WL2
WL2_3_13	2023-10-20	1.6	NA	1	WL2
WL2_3_2	2023-07-03	2	4.6	1	WL2
WL2_3_2	2023-07-26	4.6	NA	0	WL2
WL2_3_3	2023-07-03	1.3	3.6	1	WL2
WL2_3_3	2023-07-26	3.6	3.8	1	WL2
WL2_3_3	2023-08-02	3.8	NA	1	WL2
WL2_3_4	2023-07-03	1.5	3.2	1	WL2
WL2_3_4	2023-07-26	3.2	3	1	WL2
WL2_3_4	2023-08-02	3	NA	0	WL2
WL2_3_5	2023-07-03	0.6	3.3	1	WL2
WL2_3_5	2023-07-26	3.3	6.1	1	WL2
WL2_3_5	2023-08-02	6.1	2.8	1	WL2
WL2_3_5	2023-08-16	2.8	2.1	1	WL2
WL2_3_5	2023-08-23	2.1	2.8	1	WL2
WL2_3_5	2023-08-30	2.8	2.2	1	WL2
WL2_3_5	2023-09-06	2.2	2.1	1	WL2
WL2_3_5	2023-09-13	2.1	2.9	1	WL2
WL2_3_5	2023-09-20	2.9	2.7	1	WL2
WL2_3_5	2023-10-13	2.7	2.3	1	WL2
WL2_3_5	2023-10-20	2.3	NA	1	WL2
WL2_3_6	2023-07-03	1.2	2.2	1	WL2
WL2_3_6	2023-07-26	2.2	5.8	1	WL2
WL2_3_6	2023-08-02	5.8	3.7	1	WL2
WL2_3_6	2023-08-16	3.7	3.4	1	WL2
WL2_3_6	2023-08-23	3.4	3.2	1	WL2
WL2_3_6	2023-08-30	3.2	2.8	1	WL2
WL2_3_6	2023-09-06	2.8	2.8	1	WL2
WL2_3_6	2023-09-13	2.8	2.4	1	WL2
WL2_3_6	2023-09-20	2.4	2.9	1	WL2
WL2_3_6	2023-10-13	2.9	2.9	1	WL2
WL2_3_6	2023-10-20	2.9	NA	1	WL2
WL2_3_7	2023-07-03	2	1	1	WL2
WL2_3_7	2023-07-26	1	NA	0	WL2
WL2_3_8	2023-07-03	0.4	2.7	1	WL2
WL2_3_8	2023-07-26	2.7	3.1	1	WL2
WL2_3_8	2023-08-02	3.1	2.3	1	WL2
WL2_3_8	2023-08-16	2.3	3	1	WL2
WL2_3_8	2023-08-23	3	2.8	1	WL2
WL2_3_8	2023-08-30	2.8	2.9	1	WL2
WL2_3_8	2023-09-06	2.9	2.3	1	WL2
WL2_3_8	2023-09-13	2.3	2.5	1	WL2
WL2_3_8	2023-09-20	2.5	2.6	1	WL2
WL2_3_8	2023-10-13	2.6	2	1	WL2
WL2_3_8	2023-10-20	2	NA	1	WL2
WL2_3_9	2023-07-03	1.2	NA	1	WL2
WL2_5_1	2023-07-03	1.6	3.7	1	WL2
WL2_5_1	2023-07-26	3.7	5.5	1	WL2
WL2_5_1	2023-08-02	5.5	6.1	1	WL2
WL2_5_1	2023-08-16	6.1	6.2	1	WL2
WL2_5_1	2023-08-23	6.2	5.8	1	WL2
WL2_5_1	2023-08-30	5.8	6.7	1	WL2
WL2_5_1	2023-09-06	6.7	7.1	1	WL2
WL2_5_1	2023-09-13	7.1	6.8	1	WL2
WL2_5_1	2023-09-20	6.8	6	1	WL2
WL2_5_1	2023-09-27	6	5.9	1	WL2
WL2_5_1	2023-10-20	5.9	NA	1	WL2
WL2_5_10	2023-07-03	0.8	1.2	1	WL2
WL2_5_10	2023-07-26	1.2	2.6	1	WL2
WL2_5_10	2023-08-02	2.6	4.3	1	WL2
WL2_5_10	2023-08-16	4.3	3.4	1	WL2
WL2_5_10	2023-08-23	3.4	3.5	1	WL2
WL2_5_10	2023-08-30	3.5	4.3	1	WL2
WL2_5_10	2023-09-06	4.3	4.8	1	WL2
WL2_5_10	2023-09-13	4.8	4	1	WL2
WL2_5_10	2023-09-20	4	6.2	1	WL2
WL2_5_10	2023-09-27	6.2	4.5	1	WL2
WL2_5_10	2023-10-20	4.5	NA	1	WL2
WL2_5_11	2023-07-03	0.9	1	1	WL2
WL2_5_11	2023-07-26	1	3.5	1	WL2
WL2_5_11	2023-08-02	3.5	3.7	1	WL2
WL2_5_11	2023-08-16	3.7	3.1	1	WL2
WL2_5_11	2023-08-23	3.1	4.9	1	WL2
WL2_5_11	2023-08-30	4.9	5.1	1	WL2
WL2_5_11	2023-09-06	5.1	4.6	1	WL2
WL2_5_11	2023-09-13	4.6	2.9	1	WL2
WL2_5_11	2023-09-20	2.9	2.6	1	WL2
WL2_5_11	2023-09-27	2.6	0.7	1	WL2
WL2_5_11	2023-10-20	0.7	NA	1	WL2
WL2_5_12	2023-07-03	1.4	3	1	WL2
WL2_5_12	2023-07-26	3	NA	0	WL2
WL2_5_13	2023-07-03	1	2.2	1	WL2
WL2_5_13	2023-07-26	2.2	2.9	0	WL2
WL2_5_13	2023-08-02	2.9	NA	0	WL2
WL2_5_2	2023-07-03	1.4	3.8	1	WL2
WL2_5_2	2023-07-26	3.8	3	0	WL2
WL2_5_2	2023-08-02	3	NA	0	WL2
WL2_5_3	2023-07-03	1.2	3.6	1	WL2
WL2_5_3	2023-07-26	3.6	5.8	1	WL2
WL2_5_3	2023-08-02	5.8	5.3	1	WL2
WL2_5_3	2023-08-16	5.3	4.3	1	WL2
WL2_5_3	2023-08-23	4.3	5.6	1	WL2
WL2_5_3	2023-08-30	5.6	5.8	1	WL2
WL2_5_3	2023-09-06	5.8	5.9	1	WL2
WL2_5_3	2023-09-13	5.9	2.7	1	WL2
WL2_5_3	2023-09-20	2.7	0.8	1	WL2
WL2_5_3	2023-10-13	0.8	NA	0	WL2
WL2_5_4	2023-07-03	1.4	3	1	WL2
WL2_5_4	2023-07-26	3	4.2	1	WL2
WL2_5_4	2023-08-02	4.2	4.4	1	WL2
WL2_5_4	2023-08-16	4.4	4	1	WL2
WL2_5_4	2023-08-23	4	4.4	1	WL2
WL2_5_4	2023-08-30	4.4	4.6	1	WL2
WL2_5_4	2023-09-06	4.6	5.5	1	WL2
WL2_5_4	2023-09-13	5.5	5.7	1	WL2
WL2_5_4	2023-09-20	5.7	4.9	1	WL2
WL2_5_4	2023-10-13	4.9	4.6	1	WL2
WL2_5_4	2023-10-20	4.6	NA	1	WL2
WL2_5_5	2023-07-03	1.1	3.4	1	WL2
WL2_5_5	2023-07-26	3.4	5.5	1	WL2
WL2_5_5	2023-08-02	5.5	NA	0	WL2
WL2_5_6	2023-07-03	2	5.3	1	WL2
WL2_5_6	2023-07-26	5.3	6.4	1	WL2
WL2_5_6	2023-08-02	6.4	5.1	1	WL2
WL2_5_6	2023-08-16	5.1	NA	0	WL2
WL2_5_7	2023-07-03	1.6	5.3	1	WL2
WL2_5_7	2023-07-26	5.3	4.8	1	WL2
WL2_5_7	2023-08-02	4.8	3.2	1	WL2
WL2_5_7	2023-08-16	3.2	1.5	1	WL2
WL2_5_7	2023-08-23	1.5	NA	0	WL2
WL2_5_8	2023-07-03	0.3	1.4	1	WL2
WL2_5_8	2023-07-26	1.4	1.7	1	WL2
WL2_5_8	2023-08-02	1.7	2.1	1	WL2
WL2_5_8	2023-08-16	2.1	2.1	1	WL2
WL2_5_8	2023-08-23	2.1	1.8	1	WL2
WL2_5_8	2023-08-30	1.8	1.6	1	WL2
WL2_5_8	2023-09-06	1.6	1.7	1	WL2
WL2_5_8	2023-09-13	1.7	2.2	1	WL2
WL2_5_8	2023-09-20	2.2	2.3	1	WL2
